en,de_teacher
The patient was diagnosed with allergies.,Bei dem Patienten wurde eine Allergie diagnostiziert.
The unexpected storm triggered the damage.,Der unerwartete Sturm verursachte den Schaden.
Please resulted in the application by Monday.,Bitte reichen Sie den Antrag bis Montag ein.
Please resulted in the application by Friday.,Bitte reichen Sie den Antrag bis Freitag ein.
Scientists have discovered a massive storm in the ocean.,Wissenschaftler haben einen gewaltigen Sturm im Ozean entdeckt.
The massive change caused the damage.,Die massive Veränderung verursachte den Schaden.
The the squad won the championship after a significant victory.,Nach einem bedeutenden Sieg gewann die Mannschaft die Meisterschaft.
Please triggered the invoice by Monday.,Bitte senden Sie die Rechnung bis Montag.
The bad weather forced the cancellation of 6 meetings.,Aufgrund des schlechten Wetters mussten sechs Treffen abgesagt werden.
"According to the report, the ceremony will happen in soon.",Dem Bericht zufolge soll die Zeremonie bald stattfinden.
Please caused the proposal by Friday.,Bitte reichen Sie den Vorschlag bis Freitag ein.
The patient was diagnosed with a rare disorder.,Bei dem Patienten wurde eine seltene Erkrankung diagnostiziert.
The the squad won the championship after a massive victory.,Nach einem gewaltigen Sieg gewann die Mannschaft die Meisterschaft.
The dramatic old house stood at the end of the the gravel road.,Das eindrucksvolle alte Haus stand am Ende der Schotterstraße.
Please caused the application by the end of the week.,Bitte stellen Sie den Antrag bis Ende der Woche.
The heavy rain forced the cancellation of 29 events.,Aufgrund des starken Regens mussten 29 Veranstaltungen abgesagt werden.
"According to experts, the meeting will happen in next week.",Experten zufolge wird das Treffen nächste Woche stattfinden.
The slight change triggered the confusion.,Die kleine Veränderung löste die Verwirrung aus.
"According to officials, the vote will happen in in two days.",Nach Angaben von Beamten wird die Abstimmung in zwei Tagen stattfinden.
Scientists have discovered a dramatic report in the desert.,Wissenschaftler haben einen dramatischen Bericht in der Wüste entdeckt.
Scientists have discovered a slight change in the forest.,Wissenschaftler haben eine leichte Veränderung im Wald entdeckt.
The massive old house stood at the end of the the path.,Das massive alte Haus stand am Ende des Weges.
The the club won the championship after a unexpected victory.,Nach einem unerwarteten Sieg gewann der Verein die Meisterschaft.
The bad weather forced the cancellation of 11 events.,Aufgrund des schlechten Wetters mussten 11 Veranstaltungen abgesagt werden.
Please resulted in the application by the end of the week.,Bitte reichen Sie den Antrag bis Ende der Woche ein.
This tool costs 995 euros.,Dieses Tool kostet 995 Euro.
The the heat forced the cancellation of 19 flights.,Aufgrund der Hitze mussten 19 Flüge gestrichen werden.
The slight old house stood at the end of the the lane.,Das kleine alte Haus stand am Ende der Gasse.
The significant discovery resulted in the problems.,Die bedeutende Entdeckung führte zu den Problemen.
The significant old house stood at the end of the the gravel road.,Das bedeutende alte Haus stand am Ende der Schotterstraße.
"According to experts, the meeting will happen in next week.",Experten zufolge wird das Treffen nächste Woche stattfinden.
The patient was diagnosed with a rare disorder.,Bei dem Patienten wurde eine seltene Erkrankung diagnostiziert.
The bad weather forced the cancellation of 39 appointments.,Aufgrund des schlechten Wetters mussten 39 Termine abgesagt werden.
The the storm forced the cancellation of 47 appointments.,Der Sturm erzwang die Absage von 47 Terminen.
This machine costs 381 euros.,Diese Maschine kostet 381 Euro.
Scientists have discovered a slight storm in the forest.,Wissenschaftler haben einen leichten Sturm im Wald entdeckt.
The the squad won the championship after a significant victory.,Nach einem bedeutenden Sieg gewann die Mannschaft die Meisterschaft.
The slight storm caused the delay.,Der leichte Sturm verursachte die Verzögerung.
The bad weather forced the cancellation of 38 meetings.,Aufgrund des schlechten Wetters mussten 38 Treffen abgesagt werden.
Please led to the proposal by Friday.,Bitte reichen Sie den Vorschlag bis Freitag ein.
Please triggered the application by Friday.,Bitte lösen Sie die Bewerbung bis Freitag aus.
The massive storm triggered the confusion.,Der gewaltige Sturm löste die Verwirrung aus.
The slight old house stood at the end of the the street.,Das kleine alte Haus stand am Ende der Straße.
Please caused the contract by the end of the week.,Bitte schließen Sie den Vertrag bis zum Ende der Woche ab.
Scientists have discovered a dramatic change in the desert.,Wissenschaftler haben eine dramatische Veränderung in der Wüste entdeckt.
This machine costs 619 euros.,Diese Maschine kostet 619 Euro.
The dramatic old house stood at the end of the the street.,Das eindrucksvolle alte Haus stand am Ende der Straße.
The patient was diagnosed with allergies.,Bei dem Patienten wurde eine Allergie diagnostiziert.
This device costs 288 euros.,Dieses Gerät kostet 288 Euro.
"According to experts, the meeting will happen in next week.",Experten zufolge wird das Treffen nächste Woche stattfinden.
This gadget costs 690 euros.,Dieses Gadget kostet 690 Euro.
The massive old house stood at the end of the the gravel road.,Das massive alte Haus stand am Ende der Schotterstraße.
I need to led to the analysis before the meeting.,Ich muss vor dem Treffen zur Analyse geführt werden.
The dramatic event resulted in the confusion.,Das dramatische Ereignis sorgte für Verwirrung.
The dramatic old house stood at the end of the the path.,Das eindrucksvolle alte Haus stand am Ende des Weges.
This machine costs 738 euros.,Diese Maschine kostet 738 Euro.
"According to the ministry, the ceremony will happen in next week.",Nach Angaben des Ministeriums wird die Zeremonie nächste Woche stattfinden.
The patient was diagnosed with allergies.,Bei dem Patienten wurde eine Allergie diagnostiziert.
The dramatic report led to the damage.,Der dramatische Bericht führte zum Schaden.
"According to the report, the vote will happen in next week.",Dem Bericht zufolge soll die Abstimmung nächste Woche stattfinden.
The the heat forced the cancellation of 15 meetings.,Aufgrund der Hitze mussten 15 Treffen abgesagt werden.
"According to experts, the ceremony will happen in next week.",Experten zufolge wird die Zeremonie nächste Woche stattfinden.
The bad weather forced the cancellation of 4 flights.,Das schlechte Wetter zwang zur Annullierung von 4 Flügen.
"According to the ministry, the ceremony will happen in soon.",Nach Angaben des Ministeriums wird die Zeremonie bald stattfinden.
The significant old house stood at the end of the the path.,Am Ende des Weges stand das bedeutende alte Haus.
The dramatic discovery triggered the confusion.,Der dramatische Fund löste die Verwirrung aus.
Scientists have discovered a significant event in the forest.,Wissenschaftler haben ein bedeutendes Ereignis im Wald entdeckt.
This machine costs 499 euros.,Diese Maschine kostet 499 Euro.
Scientists have discovered a unexpected storm in the forest.,Wissenschaftler haben einen unerwarteten Sturm im Wald entdeckt.
Please caused the contract by Monday.,Bitte schließen Sie den Vertrag bis Montag ab.
The patient was diagnosed with allergies.,Bei dem Patienten wurde eine Allergie diagnostiziert.
The significant old house stood at the end of the the path.,Am Ende des Weges stand das bedeutende alte Haus.
Scientists have discovered a unexpected report in the desert.,Wissenschaftler haben in der Wüste einen unerwarteten Bericht entdeckt.
I need to caused the analysis before the deadline.,Ich muss die Analyse vor Ablauf der Frist veranlassen.
I need to resulted in the analysis before the meeting.,Ich muss die Analyse vor dem Treffen durchführen.
The heavy rain forced the cancellation of 35 flights.,Der starke Regen erzwang die Annullierung von 35 Flügen.
"According to the ministry, the meeting will happen in soon.",Nach Angaben des Ministeriums wird das Treffen bald stattfinden.
The patient was diagnosed with allergies.,Bei dem Patienten wurde eine Allergie diagnostiziert.
Scientists have discovered a dramatic event in the ocean.,Wissenschaftler haben ein dramatisches Ereignis im Ozean entdeckt.
Scientists have discovered a unexpected change in the mountains.,Wissenschaftler haben eine unerwartete Veränderung in den Bergen entdeckt.
Scientists have discovered a dramatic change in the forest.,Wissenschaftler haben eine dramatische Veränderung im Wald entdeckt.
"According to experts, the launch will happen in in two days.",Experten zufolge wird der Start in zwei Tagen erfolgen.
The bad weather forced the cancellation of 24 meetings.,Aufgrund des schlechten Wetters mussten 24 Treffen abgesagt werden.
I need to triggered the summary before the end of day.,Ich muss die Zusammenfassung vor Tagesende auslösen.
The the squad won the championship after a slight victory.,Nach einem knappen Sieg gewann die Mannschaft die Meisterschaft.
Scientists have discovered a massive report in the ocean.,Wissenschaftler haben einen riesigen Bericht im Ozean entdeckt.
This machine costs 248 euros.,Diese Maschine kostet 248 Euro.
The the storm forced the cancellation of 28 appointments.,Der Sturm erzwang die Absage von 28 Terminen.
The unexpected old house stood at the end of the the path.,Das unerwartete alte Haus stand am Ende des Weges.
I need to triggered the summary before the deadline.,Ich muss die Zusammenfassung vor Ablauf der Frist auslösen.
The dramatic old house stood at the end of the the lane.,Das eindrucksvolle alte Haus stand am Ende der Gasse.
The unexpected report caused the confusion.,Der unerwartete Bericht sorgte für Verwirrung.
The patient was diagnosed with allergies.,Bei dem Patienten wurde eine Allergie diagnostiziert.
This machine costs 545 euros.,Diese Maschine kostet 545 Euro.
Please led to the proposal by Monday.,Bitte reichen Sie den Vorschlag bis Montag ein.
This machine costs 625 euros.,Diese Maschine kostet 625 Euro.
Scientists have discovered a dramatic event in the desert.,Wissenschaftler haben ein dramatisches Ereignis in der Wüste entdeckt.
I need to led to the presentation before the deadline.,Ich muss vor Ablauf der Frist zur Präsentation geführt werden.
Scientists have discovered a unexpected change in the ocean.,Wissenschaftler haben eine unerwartete Veränderung im Ozean entdeckt.
The heavy rain forced the cancellation of 41 meetings.,Aufgrund des starken Regens mussten 41 Treffen abgesagt werden.
"According to officials, the meeting will happen in soon.",Nach Angaben der Beamten wird das Treffen bald stattfinden.
Scientists have discovered a massive change in the ocean.,Wissenschaftler haben eine massive Veränderung im Ozean entdeckt.
This gadget costs 145 euros.,Dieses Gadget kostet 145 Euro.
